file,label
C00-2090.txt,Translation
C00-2092.txt,Translation
C00-2094.txt,Lexical
C00-2098.txt,Translation
C00-2100.txt,Translation
C00-2101.txt,IE
C00-2102.txt,NE
C00-2103.txt,Translation
C00-2104.txt,QA
C00-2105.txt,Grammar
C00-2106.txt,Grammar
C00-2107.txt,Speech
C00-2113.txt,Translation
C00-2122.txt,Translation
C00-2123.txt,Translation
C00-2125.txt,Speech
C00-2127.txt,Summarization
C00-2129.txt,Summarization
C00-2134.txt,Translation
C00-2135.txt,Translation
C00-2136.txt,IE
C00-2138.txt,Lexical
C00-2139.txt,Grammar
C00-2140.txt,Summarization
C00-2142.txt,Translation
C00-2143.txt,NE
C00-2144.txt,Grammar
C00-2145.txt,Translation
C00-2147.txt,IE
C00-2152.txt,Translation
C00-2153.txt,Grammar
C00-2154.txt,Translation
C00-2154.txt,Speech
C00-2159.txt,IE
C00-2160.txt,IE
C00-2162.txt,Translation
C00-2163.txt,Translation
C00-2165.txt,NE
C00-2167.txt,IE
C00-2169.txt,Speech
C00-2172.txt,Translation
C00-2173.txt,Lexical
C00-2174.txt,Speech
C02-1016.txt,Translation
C02-1018.txt,Summarization
C02-1025.txt,NE
C02-1026.txt,QA
C02-1042.txt,QA
C02-1044.txt,Translation
C02-1045.txt,IE
C02-1048.txt,IE
C02-1050.txt,Translation
C02-1053.txt,Summarization
C02-1054.txt,NE
C02-1056.txt,Translation
C02-1057.txt,Translation
C02-1059.txt,Speech
C02-1076.txt,Translation
C02-1080.txt,NE
C02-1081.txt,Speech
C02-1084.txt,QA
C02-1085.txt,Summarization
C02-1086.txt,IE
C02-1088.txt,NE
C02-1095.txt,Speech
C02-1099.txt,Translation
C02-1103.txt,Summarization
C02-1119.txt,QA
C02-1120.txt,QA
C02-1124.txt,Translation
C02-1129.txt,IE
C02-1130.txt,NE
C02-1133.txt,Summarization
C02-1134.txt,Translation
C02-1136.txt,Speech
C02-1137.txt,IE
C02-1150.txt,QA
C02-1153.txt,Grammar
C65-1015.txt,Lexical
C65-1016.txt,Grammar
C65-1017.txt,Grammar
C65-1019.txt,Grammar
C65-1020.txt,Grammar
C67-1002.txt,Translation
C80-1078.txt,IE
C82-1012.txt,Grammar
C82-1038.txt,Lexical
C82-1043.txt,Translation
C82-1044.txt,Translation
C82-1045.txt,Translation
C82-1046.txt,Translation
C82-1057.txt,Translation
C82-1058.txt,QA
C82-1066.txt,QA
C82-2020.txt,Translation
C82-2026.txt,QA
C82-2031.txt,Translation
C82-2032.txt,QA
C82-2043.txt,Translation
C92-2089.txt,Lexical
C92-2090.txt,Grammar
C92-2092.txt,Translation
C92-2094.txt,Translation
C92-2097.txt,Translation
C92-2099.txt,Translation
C92-2101.txt,Translation
C92-2120.txt,Speech
C92-2119.txt,Speech
C94-1001.txt,Translation
C94-1003.txt,Translation
C94-1005.txt,Translation
C94-1013.txt,Translation
C94-1014.txt,Translation
C94-1015.txt,Translation
C94-1019.txt,Translation
C94-1021.txt,Translation
C94-1024.txt,Lexical
C94-1028.txt,Translation
C94-1032.txt,NE
C94-1036.txt,Grammar
C94-1047.txt,Lexical
C94-1065.txt,Grammar
C94-2189.txt,IE
C94-2194.txt,Speech
C94-2196.txt,Speech
C94-2197.txt,Speech
C96-1002.txt,Lexical
C90-2006.txt,Speech
C90-2007.txt,Lexical
C90-2008.txt,Lexical
C90-2010.txt,Grammar
C90-2011.txt,Speech
C90-2013.txt,Lexical
C90-2016.txt,Speech
C90-2019.txt,Grammar
C90-2023.txt,Translation
C90-2024.txt,Lexical
C90-2031.txt,Speech
C90-2033.txt,Grammar
C90-2034.txt,IE
C90-2037.txt,Translation
C96-2130.txt,NE
C96-2133.txt,Translation
E06-1037.txt,Speech
E06-1039.txt,Summarization
E06-1043.txt,Lexical
E06-1045.txt,Speech
E06-1050.txt,QA
E06-1051.txt,IE
E06-2002.txt,Translation
E06-2004.txt,Speech
E06-2009.txt,Speech
E06-2011.txt,QA
E06-2017.txt,IE
E06-2020.txt,Summarization
E06-2021.txt,IE
E06-2029.txt,QA
E06-3005.txt,QA
E06-3006.txt,QA
E83-1004.txt,QA
E83-1005.txt,Speech
E83-1014.txt,Translation
E83-1019.txt,Speech
E83-1027.txt,Grammar
E83-1031.txt,QA
E83-1032.txt,IE
E85-1005.txt,Translation
E85-1006.txt,Grammar
E85-1007.txt,Grammar
E85-1008.txt,Grammar
E85-1009.txt,Translation
E85-1010.txt,Translation
E85-1017.txt,IE
E85-1024.txt,Grammar
E85-1035.txt,Speech
E85-1040.txt,QA
E85-1041.txt,Speech
E87-1012.txt,Lexical
E87-1014.txt,Speech
E87-1014.txt,Translation
E87-1015.txt,Speech
E87-1017.txt,Translation
E87-1018.txt,Translation
E87-1019.txt,Translation
E87-1020.txt,Translation
E87-1021.txt,Translation
E87-1027.txt,Grammar
E87-1029.txt,Grammar
E87-1031.txt,Speech
E87-1032.txt,Translation
E87-1034.txt,Grammar
E87-1037.txt,Grammar
E89-1000.txt,Lexical
E89-1001.txt,Lexical
E89-1006.txt,Grammar
E89-1008.txt,Lexical
E93-1003.txt,Lexical
E93-1013.txt,Lexical
E93-1015.txt,Translation
E95-1027.txt,IE
H05-2009.txt,Translation
H05-2010.txt,QA
H89-2063.txt,Speech
H89-2064.txt,Speech
H89-2066.txt,Speech
H89-2067.txt,Speech
H89-2069.txt,IE
H89-2070.txt,Speech
H89-2071.txt,IE
H89-2072.txt,Speech
H89-2074.txt,Speech
H89-2076.txt,Speech
H89-2077.txt,Speech
H90-1001.txt,Speech
H90-1002.txt,Speech
H90-1003.txt,Speech
H90-1004.txt,Speech
H90-1005.txt,Speech
H90-1005.txt,Grammar
H90-1006.txt,Speech
H90-1008.txt,Grammar
H90-1010.txt,Grammar
H90-1011.txt,Grammar
H90-1016.txt,Speech
H90-1017.txt,Speech
H90-1018.txt,Speech
H90-1021.txt,Speech
H90-1022.txt,Speech
H90-1023.txt,Speech
H90-1024.txt,Speech
H90-1026.txt,Speech
H90-1027.txt,Speech
H90-1029.txt,Speech
H90-1030.txt,Speech
H90-1031.txt,Speech
H90-1032.txt,Speech
H90-1033.txt,Speech
H90-1034.txt,Speech
H90-1036.txt,Speech
H90-1038.txt,Speech
H90-1040.txt,Speech
H90-1041.txt,Speech
H90-1043.txt,Speech
H90-1044.txt,Speech
H90-1045.txt,Speech
H90-1046.txt,Speech
H90-1047.txt,Speech
H90-1048.txt,Grammar
H90-1049.txt,Speech
H90-1054.txt,Grammar
H90-1055.txt,Lexical
H91-1024.txt,Translation
H91-1025.txt,Translation
H91-1026.txt,Translation
H91-1027.txt,Speech
H91-1028.txt,Speech
H91-1029.txt,Speech
H91-1068.txt,IE
H91-1069.txt,Speech
H91-1070.txt,Speech
H91-1071.txt,Speech
H91-1072.txt,Speech
H91-1073.txt,Speech
H91-1074.txt,Speech
H91-1075.txt,Speech
H91-1078.txt,Speech
H91-1081.txt,Speech
H91-1082.txt,Speech
H91-1083.txt,Speech
H91-1084.txt,Speech
H91-1085.txt,Speech
H91-1086.txt,Speech
H91-1088.txt,Speech
H91-1089.txt,Speech
H91-1090.txt,Speech
H91-1091.txt,Speech
H91-1096.txt,Speech
H91-1098.txt,Speech
H91-1099.txt,Speech
H91-1101.txt,Speech
H92-1065.txt,Speech
H92-1066.txt,Speech
H92-1068.txt,Speech
X98-1031.txt,IE
X98-1030.txt,IE
X98-1028.txt,Summarization
X98-1027.txt,Summarization
X98-1026.txt,Summarization
X98-1025.txt,Summarization
X98-1022.txt,Summarization
X98-1021.txt,Summarization
X98-1019.txt,IE
X98-1018.txt,IE
X98-1017.txt,IE
X98-1016.txt,IE
X98-1015.txt,IE
X98-1013.txt,IE
X98-1012.txt,IE
X98-1008.txt,IE
X98-1007.txt,IE
X98-1006.txt,Summarization
X98-1005.txt,Summarization
X96-1059.txt,NE
X96-1058.txt,IE
X96-1052.txt,NE
X96-1051.txt,IE
X96-1043.txt,IE
X96-1042.txt,IE
X96-1040.txt,IE
X96-1039.txt,IE
X96-1037.txt,IE
X96-1036.txt,IE
X96-1035.txt,IE
X96-1014.txt,IE
X96-1009.txt,IE
J94-3010.txt,Grammar
J94-4002.txt,Lexical
J81-4003.txt,Grammar
J82-1002.txt,Translation
J82-1003.txt,Translation
J87-3009.txt,Lexical
J88-3006.txt,QA
J96-3002.txt,Grammar
M93-1003.txt,IE
M93-1004.txt,IE
M93-1006.txt,IE
M93-1009.txt,IE
