,file,label
91,C00-1039.txt,Lexical
92,C00-1040.txt,Lexical
93,C00-1043.txt,QA
94,C00-1044.txt,IE
95,C00-1046.txt,NE
96,C00-1048.txt,IE
97,C00-1052.txt,Grammar
98,C00-1055.txt,Translation
99,C00-1056.txt,Translation
100,C00-1059.txt,IE
101,C00-1061.txt,Translation
102,C00-1062.txt,Grammar
103,C00-1064.txt,Translation
104,C00-1066.txt,Summarization
105,C00-1068.txt,Speech
106,C00-1070.txt,Lexical
107,C00-1072.txt,Summarization
108,C00-1073.txt,Speech
109,C00-1074.txt,NE
110,C00-1075.txt,Translation
111,C00-1078.txt,Translation
112,C00-1079.txt,Translation
113,C00-1084.txt,IE
114,C00-2087.txt,Grammar
115,C00-2089.txt,NE
116,C00-2090.txt,Translation
117,C00-2092.txt,Translation
118,C00-2094.txt,Lexical
119,C00-2098.txt,Translation
120,C00-2100.txt,Translation
121,C00-2101.txt,IE
122,C00-2102.txt,NE
123,C00-2103.txt,Translation
124,C00-2104.txt,QA
125,C00-2105.txt,Grammar
126,C00-2106.txt,Grammar
127,C00-2107.txt,Speech
128,C00-2113.txt,Translation
129,C00-2122.txt,Translation
130,C00-2123.txt,Translation
131,C00-2125.txt,Speech
132,C00-2127.txt,Summarization
133,C00-2129.txt,Summarization
134,C00-2134.txt,Translation
135,C00-2135.txt,Translation
136,C00-2136.txt,IE
137,C00-2138.txt,Lexical
138,C00-2139.txt,Grammar
139,C00-2140.txt,Summarization
140,C00-2142.txt,Translation
141,C00-2143.txt,NE
142,C00-2144.txt,Grammar
143,C00-2145.txt,Translation
144,C00-2147.txt,IE
145,C00-2152.txt,Translation
146,C00-2153.txt,Grammar
147,C00-2154.txt,Translation
148,C00-2154.txt,Speech
149,C00-2159.txt,IE
150,C00-2160.txt,IE
151,C00-2162.txt,Translation
152,C00-2163.txt,Translation
153,C00-2165.txt,NE
154,C00-2167.txt,IE
155,C00-2169.txt,Speech
156,C00-2172.txt,Translation
157,C00-2173.txt,Lexical
158,C00-2174.txt,Speech
159,C02-1016.txt,Translation
160,C02-1018.txt,Summarization
161,C02-1025.txt,NE
162,C02-1026.txt,QA
163,C02-1042.txt,QA
164,C02-1044.txt,Translation
165,C02-1045.txt,IE
166,C02-1048.txt,IE
167,C02-1050.txt,Translation
168,C02-1053.txt,Summarization
169,C02-1054.txt,NE
170,C02-1056.txt,Translation
171,C02-1057.txt,Translation
172,C02-1059.txt,Speech
173,C02-1076.txt,Translation
174,C02-1080.txt,NE
175,C02-1081.txt,Speech
176,C02-1084.txt,QA
177,C02-1085.txt,Summarization
178,C02-1086.txt,IE
179,C02-1088.txt,NE
180,C02-1095.txt,Speech
181,C02-1099.txt,Translation
182,C02-1103.txt,Summarization
183,C02-1119.txt,QA
184,C02-1120.txt,QA
185,C02-1124.txt,Translation
186,C02-1129.txt,IE
187,C02-1130.txt,NE
188,C02-1133.txt,Summarization
189,C02-1134.txt,Translation
190,C02-1136.txt,Speech
191,C02-1137.txt,IE
192,C02-1150.txt,QA
193,C02-1153.txt,Grammar
194,C65-1015.txt,Lexical
195,C65-1016.txt,Grammar
196,C65-1017.txt,Grammar
197,C65-1019.txt,Grammar
198,C65-1020.txt,Grammar
199,C67-1002.txt,Translation
200,C80-1078.txt,IE
201,C82-1012.txt,Grammar
202,C82-1038.txt,Lexical
203,C82-1043.txt,Translation
204,C82-1044.txt,Translation
205,C82-1045.txt,Translation
206,C82-1046.txt,Translation
207,C82-1057.txt,Translation
208,C82-1058.txt,QA
209,C82-1066.txt,QA
210,C82-2020.txt,Translation
211,C82-2026.txt,QA
212,C82-2031.txt,Translation
213,C82-2032.txt,QA
214,C82-2043.txt,Translation
215,C92-2089.txt,Lexical
216,C92-2090.txt,Grammar
217,C92-2092.txt,Translation
218,C92-2094.txt,Translation
219,C92-2097.txt,Translation
220,C92-2099.txt,Translation
221,C92-2101.txt,Translation
222,C92-2120.txt,Speech
223,C92-2119.txt,Speech
224,C94-1001.txt,Translation
225,C94-1003.txt,Translation
226,C94-1005.txt,Translation
227,C94-1013.txt,Translation
228,C94-1014.txt,Translation
229,C94-1015.txt,Translation
230,C94-1019.txt,Translation
231,C94-1021.txt,Translation
232,C94-1024.txt,Lexical
233,C94-1028.txt,Translation
234,C94-1032.txt,NE
235,C94-1036.txt,Grammar
236,C94-1047.txt,Lexical
237,C94-1065.txt,Grammar
238,C94-2189.txt,IE
239,C94-2194.txt,Speech
240,C94-2196.txt,Speech
241,C94-2197.txt,Speech
242,C96-1002.txt,Lexical
243,C90-2006.txt,Speech
244,C90-2007.txt,Lexical
245,C90-2008.txt,Lexical
246,C90-2010.txt,Grammar
247,C90-2011.txt,Speech
248,C90-2013.txt,Lexical
249,C90-2016.txt,Speech
250,C90-2019.txt,Grammar
251,C90-2023.txt,Translation
252,C90-2024.txt,Lexical
253,C90-2031.txt,Speech
254,C90-2033.txt,Grammar
255,C90-2034.txt,IE
256,C90-2037.txt,Translation
257,C96-2130.txt,NE
258,C96-2133.txt,Translation
259,E06-1037.txt,Speech
260,E06-1039.txt,Summarization
261,E06-1043.txt,Lexical
262,E06-1045.txt,Speech
263,E06-1050.txt,QA
264,E06-1051.txt,IE
265,E06-2002.txt,Translation
266,E06-2004.txt,Speech
267,E06-2009.txt,Speech
268,E06-2011.txt,QA
269,E06-2017.txt,IE
270,E06-2020.txt,Summarization
271,E06-2021.txt,IE
272,E06-2029.txt,QA
273,E06-3005.txt,QA
274,E06-3006.txt,QA
275,E83-1004.txt,QA
276,E83-1005.txt,Speech
277,E83-1014.txt,Translation
278,E83-1019.txt,Speech
279,E83-1027.txt,Grammar
280,E83-1031.txt,QA
281,E83-1032.txt,IE
282,E85-1005.txt,Translation
283,E85-1006.txt,Grammar
284,E85-1007.txt,Grammar
285,E85-1008.txt,Grammar
286,E85-1009.txt,Translation
287,E85-1010.txt,Translation
288,E85-1017.txt,IE
289,E85-1024.txt,Grammar
290,E85-1035.txt,Speech
291,E85-1040.txt,QA
292,E85-1041.txt,Speech
293,E87-1012.txt,Lexical
294,E87-1014.txt,Speech
295,E87-1014.txt,Translation
296,E87-1015.txt,Speech
297,E87-1017.txt,Translation
298,E87-1018.txt,Translation
299,E87-1019.txt,Translation
300,E87-1020.txt,Translation
301,E87-1021.txt,Translation
302,E87-1027.txt,Grammar
303,E87-1029.txt,Grammar
304,E87-1031.txt,Speech
305,E87-1032.txt,Translation
306,E87-1034.txt,Grammar
307,E87-1037.txt,Grammar
308,E89-1000.txt,Lexical
309,E89-1001.txt,Lexical
310,E89-1006.txt,Grammar
311,E89-1008.txt,Lexical
312,E93-1003.txt,Lexical
313,E93-1013.txt,Lexical
314,E93-1015.txt,Translation
315,E95-1027.txt,IE
316,H05-2009.txt,Translation
317,H05-2010.txt,QA
318,H89-2063.txt,Speech
319,H89-2064.txt,Speech
320,H89-2066.txt,Speech
321,H89-2067.txt,Speech
322,H89-2069.txt,IE
323,H89-2070.txt,Speech
324,H89-2071.txt,IE
325,H89-2072.txt,Speech
326,H89-2074.txt,Speech
327,H89-2076.txt,Speech
328,H89-2077.txt,Speech
329,H90-1001.txt,Speech
330,H90-1002.txt,Speech
331,H90-1003.txt,Speech
332,H90-1004.txt,Speech
333,H90-1005.txt,Speech
334,H90-1005.txt,Grammar
335,H90-1006.txt,Speech
336,H90-1008.txt,Grammar
337,H90-1010.txt,Grammar
338,H90-1011.txt,Grammar
339,H90-1016.txt,Speech
340,H90-1017.txt,Speech
341,H90-1018.txt,Speech
342,H90-1021.txt,Speech
343,H90-1022.txt,Speech
344,H90-1023.txt,Speech
345,H90-1024.txt,Speech
346,H90-1026.txt,Speech
347,H90-1027.txt,Speech
348,H90-1029.txt,Speech
349,H90-1030.txt,Speech
350,H90-1031.txt,Speech
351,H90-1032.txt,Speech
352,H90-1033.txt,Speech
353,H90-1034.txt,Speech
354,H90-1036.txt,Speech
355,H90-1038.txt,Speech
356,H90-1040.txt,Speech
357,H90-1041.txt,Speech
358,H90-1043.txt,Speech
359,H90-1044.txt,Speech
360,H90-1045.txt,Speech
361,H90-1046.txt,Speech
362,H90-1047.txt,Speech
363,H90-1048.txt,Grammar
364,H90-1049.txt,Speech
365,H90-1054.txt,Grammar
366,H90-1055.txt,Lexical
367,H91-1024.txt,Translation
368,H91-1025.txt,Translation
369,H91-1026.txt,Translation
370,H91-1027.txt,Speech
371,H91-1028.txt,Speech
372,H91-1029.txt,Speech
373,H91-1068.txt,IE
374,H91-1069.txt,Speech
375,H91-1070.txt,Speech
376,H91-1071.txt,Speech
377,H91-1072.txt,Speech
378,H91-1073.txt,Speech
379,H91-1074.txt,Speech
380,H91-1075.txt,Speech
381,H91-1078.txt,Speech
382,H91-1081.txt,Speech
383,H91-1082.txt,Speech
384,H91-1083.txt,Speech
385,H91-1084.txt,Speech
386,H91-1085.txt,Speech
387,H91-1086.txt,Speech
388,H91-1088.txt,Speech
389,H91-1089.txt,Speech
390,H91-1090.txt,Speech
391,H91-1091.txt,Speech
392,H91-1096.txt,Speech
393,H91-1098.txt,Speech
394,H91-1099.txt,Speech
395,H91-1101.txt,Speech
396,H92-1065.txt,Speech
397,H92-1066.txt,Speech
398,H92-1068.txt,Speech
399,X98-1031.txt,IE
400,X98-1030.txt,IE
401,X98-1028.txt,Summarization
402,X98-1027.txt,Summarization
403,X98-1026.txt,Summarization
404,X98-1025.txt,Summarization
405,X98-1022.txt,Summarization
406,X98-1021.txt,Summarization
407,X98-1019.txt,IE
408,X98-1018.txt,IE
409,X98-1017.txt,IE
410,X98-1016.txt,IE
411,X98-1015.txt,IE
412,X98-1013.txt,IE
413,X98-1012.txt,IE
414,X98-1008.txt,IE
415,X98-1007.txt,IE
416,X98-1006.txt,Summarization
417,X98-1005.txt,Summarization
418,X96-1059.txt,NE
419,X96-1058.txt,IE
420,X96-1052.txt,NE
421,X96-1051.txt,IE
422,X96-1043.txt,IE
423,X96-1042.txt,IE
424,X96-1040.txt,IE
425,X96-1039.txt,IE
426,X96-1037.txt,IE
427,X96-1036.txt,IE
428,X96-1035.txt,IE
429,X96-1014.txt,IE
430,X96-1009.txt,IE
431,J94-3010.txt,Grammar
432,J94-4002.txt,Lexical
433,J81-4003.txt,Grammar
434,J82-1002.txt,Translation
435,J82-1003.txt,Translation
436,J87-3009.txt,Lexical
437,J88-3006.txt,QA
438,J96-3002.txt,Grammar
439,M93-1003.txt,IE
440,M93-1004.txt,IE
441,M93-1006.txt,IE
442,M93-1009.txt,IE
